country,month_year,value
Albania,01/09/2022,0.0
Algeria,01/09/2022,1058.0
Angola,01/09/2022,1091.0
Argentina,01/09/2022,0.0
Armenia,01/09/2022,0.0
Australia,01/09/2022,288.3282
Austria,01/09/2022,8.9211
Azerbaijan,01/09/2022,544.1517
Bahrain,01/09/2022,198.7443
Bangladesh,01/09/2022,0.0
Barbados,01/09/2022,0.0
Belarus,01/09/2022,0.0
Belgium,01/09/2022,0.0
Belize,01/09/2022,0.0
Bermuda,01/09/2022,0.0
Bolivia,01/09/2022,0.0
Brazil,01/09/2022,3151.1667
Brunei Darussalam,01/09/2022,63.7347
Bulgaria,01/09/2022,0.0
Canada,01/09/2022,4041.622
Chile,01/09/2022,2.097
China,01/09/2022,4101.396
Chinese Taipei,01/09/2022,0.0
Colombia,01/09/2022,0.0
Costa Rica,01/09/2022,0.0
Croatia,01/09/2022,11.127
Cuba,01/09/2022,0.0
Cyprus,01/09/2022,0.0
Czech Republic,01/09/2022,1.466
Denmark,01/09/2022,57.2267
Dominican Republic,01/09/2022,0.0
Ecuador,01/09/2022,0.0
Egypt (Arab Rep.),01/09/2022,566.764
El Salvador,01/09/2022,0.0
Equatorial Guinea,01/09/2022,75.0
Estonia,01/09/2022,0.0
Eswatini,01/09/2022,0.0
Finland,01/09/2022,0.0
France,01/09/2022,10.995
Gabon,01/09/2022,0.0
Gambia,01/09/2022,0.0
Georgia,01/09/2022,0.0
Germany,01/09/2022,33.84
Greece,01/09/2022,0.0
Grenada,01/09/2022,0.0
Guatemala,01/09/2022,0.0
Guyana,01/09/2022,0.0
Haiti,01/09/2022,0.0
Honduras,01/09/2022,0.0
Hong Kong China,01/09/2022,0.0
Hungary,01/09/2022,18.5693
Iceland,01/09/2022,0.0
India,01/09/2022,591.728
Indonesia,01/09/2022,592.9
Iran (Islamic Rep.),01/09/2022,0.0
Iraq,01/09/2022,4662.0
Ireland,01/09/2022,0.0
Italy,01/09/2022,86.5133
Jamaica,01/09/2022,0.0
Japan,01/09/2022,2.948
Kazakhstan,01/09/2022,1324.8803
Korea,01/09/2022,0.2457
Kuwait,01/09/2022,2818.0
Latvia,01/09/2022,0.0
Libya,01/09/2022,0.0
Lithuania,01/09/2022,0.4867
Luxembourg,01/09/2022,0.0
North Macedonia,01/09/2022,0.0
Malaysia,01/09/2022,501.2807
Malta,01/09/2022,0.0
Mauritius,01/09/2022,0.0
Mexico,01/09/2022,1759.616
Moldova,01/09/2022,0.0
Morocco,01/09/2022,0.0
Myanmar,01/09/2022,0.0
Nepal,01/09/2022,0.0
Netherlands,01/09/2022,8.7443
New Zealand,01/09/2022,15.447
Nicaragua,01/09/2022,0.0
Niger,01/09/2022,0.0
Nigeria,01/09/2022,938.0
Norway,01/09/2022,1682.254
Oman,01/09/2022,0.0
Panama,01/09/2022,0.0
Papua New Guinea,01/09/2022,0.0
Paraguay,01/09/2022,0.0
Peru,01/09/2022,39.2667
Philippines,01/09/2022,8.8667
Poland,01/09/2022,11.9723
Portugal,01/09/2022,0.0
Qatar,01/09/2022,0.0
Romania,01/09/2022,61.541
Russian Federation,01/09/2022,9988.4672
Saudi Arabia,01/09/2022,11041.0
Singapore,01/09/2022,0.0
Slovakia,01/09/2022,0.0
Slovenia,01/09/2022,0.0
South Africa,01/09/2022,0.0
Spain,01/09/2022,0.0
Sudan,01/09/2022,0.0
Suriname,01/09/2022,0.0
Sweden,01/09/2022,0.0
Switzerland,01/09/2022,0.0
Syria (Arab Rep.),01/09/2022,0.0
Tajikistan,01/09/2022,0.4913
Thailand,01/09/2022,140.6726
Trinidad/Tobago,01/09/2022,0.0
Tunisia,01/09/2022,34.605
Turkey,01/09/2022,72.409
Ukraine,01/09/2022,0.0
United Arab Emirates,01/09/2022,0.0
United Kingdom,01/09/2022,589.68
United States of America,01/09/2022,12337.3333
Uruguay,01/09/2022,0.0
Venezuela,01/09/2022,666.0
Vietnam,01/09/2022,176.544
Yemen,01/09/2022,0.0
Albania,01/10/2022,0.0
Algeria,01/10/2022,1060.0
Angola,01/10/2022,1051.0
Argentina,01/10/2022,0.0
Armenia,01/10/2022,0.0
Australia,01/10/2022,295.5603
Austria,01/10/2022,10.2237
Azerbaijan,01/10/2022,547.7574
Bahrain,01/10/2022,198.039
Bangladesh,01/10/2022,0.0
Barbados,01/10/2022,0.0
Belarus,01/10/2022,0.0
Belgium,01/10/2022,0.0
Belize,01/10/2022,0.0
Bermuda,01/10/2022,0.0
Bolivia,01/10/2022,0.0
Brazil,01/10/2022,3246.9677
Brunei Darussalam,01/10/2022,63.7096
Bulgaria,01/10/2022,0.0
Canada,01/10/2022,4018.4839
Chile,01/10/2022,2.0294
China,01/10/2022,4066.1419
Chinese Taipei,01/10/2022,0.0
Colombia,01/10/2022,0.0
Costa Rica,01/10/2022,0.0
Croatia,01/10/2022,11.2466
Cuba,01/10/2022,0.0
Cyprus,01/10/2022,0.0
Czech Republic,01/10/2022,1.6552
Denmark,01/10/2022,64.2129
Dominican Republic,01/10/2022,0.0
Ecuador,01/10/2022,0.0
Egypt (Arab Rep.),01/10/2022,563.9381
El Salvador,01/10/2022,0.0
Equatorial Guinea,01/10/2022,57.0
Estonia,01/10/2022,0.0
Eswatini,01/10/2022,0.0
Finland,01/10/2022,0.0
France,01/10/2022,11.3497
Gabon,01/10/2022,0.0
Gambia,01/10/2022,0.0
Georgia,01/10/2022,0.0
Germany,01/10/2022,33.2129
Greece,01/10/2022,0.0
Grenada,01/10/2022,0.0
Guatemala,01/10/2022,0.0
Guyana,01/10/2022,0.0
Haiti,01/10/2022,0.0
Honduras,01/10/2022,0.0
Hong Kong China,01/10/2022,0.0
Hungary,01/10/2022,17.7339
Iceland,01/10/2022,0.0
India,01/10/2022,589.68
Indonesia,01/10/2022,603.6452
Iran (Islamic Rep.),01/10/2022,0.0
Iraq,01/10/2022,4651.0
Ireland,01/10/2022,0.0
Italy,01/10/2022,63.8935
Jamaica,01/10/2022,0.0
Japan,01/10/2022,3.0906
Kazakhstan,01/10/2022,1410.9984
Korea,01/10/2022,0.0
Kuwait,01/10/2022,2811.0
Latvia,01/10/2022,0.0
Libya,01/10/2022,0.0
Lithuania,01/10/2022,0.471
Luxembourg,01/10/2022,0.0
North Macedonia,01/10/2022,0.0
Malaysia,01/10/2022,494.6704
Malta,01/10/2022,0.0
Mauritius,01/10/2022,0.0
Mexico,01/10/2022,1773.1974
Moldova,01/10/2022,0.0
Morocco,01/10/2022,0.0
Myanmar,01/10/2022,0.0
Nepal,01/10/2022,0.0
Netherlands,01/10/2022,5.2603
New Zealand,01/10/2022,15.4732
Nicaragua,01/10/2022,0.0
Niger,01/10/2022,0.0
Nigeria,01/10/2022,1014.0
Norway,01/10/2022,1783.8281
Oman,01/10/2022,0.0
Panama,01/10/2022,0.0
Papua New Guinea,01/10/2022,0.0
Paraguay,01/10/2022,0.0
Peru,01/10/2022,33.3871
Philippines,01/10/2022,7.4839
Poland,01/10/2022,18.2068
Portugal,01/10/2022,0.0
Qatar,01/10/2022,0.0
Romania,01/10/2022,61.4926
Russian Federation,01/10/2022,9881.4809
Saudi Arabia,01/10/2022,10957.0
Singapore,01/10/2022,0.0
Slovakia,01/10/2022,0.0
Slovenia,01/10/2022,0.0
South Africa,01/10/2022,0.0
Spain,01/10/2022,0.0
Sudan,01/10/2022,0.0
Suriname,01/10/2022,0.0
Sweden,01/10/2022,0.0
Switzerland,01/10/2022,0.0
Syria (Arab Rep.),01/10/2022,0.0
Tajikistan,01/10/2022,0.4755
Thailand,01/10/2022,149.1316
Trinidad/Tobago,01/10/2022,0.0
Tunisia,01/10/2022,31.5042
Turkey,01/10/2022,71.2071
Ukraine,01/10/2022,0.0
United Arab Emirates,01/10/2022,0.0
United Kingdom,01/10/2022,677.2297
United States of America,01/10/2022,12416.871
Uruguay,01/10/2022,0.0
Venezuela,01/10/2022,717.0
Vietnam,01/10/2022,166.5778
Yemen,01/10/2022,0.0
Albania,01/11/2022,0.0
Algeria,01/11/2022,1021.0
Angola,01/11/2022,1088.0
Argentina,01/11/2022,0.0
Armenia,01/11/2022,0.0
Australia,01/11/2022,283.0715
Austria,01/11/2022,9.3907
Azerbaijan,01/11/2022,549.5563
Bahrain,01/11/2022,198.0073
Bangladesh,01/11/2022,0.0
Barbados,01/11/2022,0.0
Belarus,01/11/2022,0.0
Belgium,01/11/2022,0.0
Belize,01/11/2022,0.0
Bermuda,01/11/2022,0.0
Bolivia,01/11/2022,0.0
Brazil,01/11/2022,3098.9
Brunei Darussalam,01/11/2022,87.4293
Bulgaria,01/11/2022,0.0
Canada,01/11/2022,3839.6247
Chile,01/11/2022,1.631
China,01/11/2022,4095.052
Chinese Taipei,01/11/2022,0.0
Colombia,01/11/2022,0.0
Costa Rica,01/11/2022,0.0
Croatia,01/11/2022,11.127
Cuba,01/11/2022,0.0
Cyprus,01/11/2022,0.0
Czech Republic,01/11/2022,1.466
Denmark,01/11/2022,64.6267
Dominican Republic,01/11/2022,0.0
Ecuador,01/11/2022,0.0
Egypt (Arab Rep.),01/11/2022,570.152
El Salvador,01/11/2022,0.0
Equatorial Guinea,01/11/2022,56.0
Estonia,01/11/2022,0.0
Eswatini,01/11/2022,0.0
Finland,01/11/2022,0.0
France,01/11/2022,11.4837
Gabon,01/11/2022,0.0
Gambia,01/11/2022,0.0
Georgia,01/11/2022,0.0
Germany,01/11/2022,33.36
Greece,01/11/2022,0.0
Grenada,01/11/2022,0.0
Guatemala,01/11/2022,0.0
Guyana,01/11/2022,0.0
Haiti,01/11/2022,0.0
Honduras,01/11/2022,0.0
Hong Kong China,01/11/2022,0.0
Hungary,01/11/2022,17.3477
Iceland,01/11/2022,0.0
India,01/11/2022,596.44
Indonesia,01/11/2022,619.7667
Iran (Islamic Rep.),01/11/2022,0.0
Iraq,01/11/2022,4430.0
Ireland,01/11/2022,0.0
Italy,01/11/2022,76.9513
Jamaica,01/11/2022,0.0
Japan,01/11/2022,2.7023
Kazakhstan,01/11/2022,1631.2267
Korea,01/11/2022,0.0
Kuwait,01/11/2022,2676.0
Latvia,01/11/2022,0.0
Libya,01/11/2022,0.0
Lithuania,01/11/2022,0.4867
Luxembourg,01/11/2022,0.0
North Macedonia,01/11/2022,0.0
Malaysia,01/11/2022,520.7848
Malta,01/11/2022,0.0
Mauritius,01/11/2022,0.0
Mexico,01/11/2022,1778.968
Moldova,01/11/2022,0.0
Morocco,01/11/2022,0.0
Myanmar,01/11/2022,0.0
Nepal,01/11/2022,0.0
Netherlands,01/11/2022,8.2717
New Zealand,01/11/2022,15.176
Nicaragua,01/11/2022,0.0
Niger,01/11/2022,0.0
Nigeria,01/11/2022,1186.0
Norway,01/11/2022,1785.8657
Oman,01/11/2022,0.0
Panama,01/11/2022,0.0
Papua New Guinea,01/11/2022,0.0
Paraguay,01/11/2022,0.0
Peru,01/11/2022,37.8667
Philippines,01/11/2022,8.2
Poland,01/11/2022,16.859
Portugal,01/11/2022,0.0
Qatar,01/11/2022,0.0
Romania,01/11/2022,61.7912
Russian Federation,01/11/2022,10023.6673
Saudi Arabia,01/11/2022,10468.0
Singapore,01/11/2022,0.0
Slovakia,01/11/2022,0.0
Slovenia,01/11/2022,0.0
South Africa,01/11/2022,0.0
Spain,01/11/2022,0.0
Sudan,01/11/2022,0.0
Suriname,01/11/2022,0.0
Sweden,01/11/2022,0.0
Switzerland,01/11/2022,0.0
Syria (Arab Rep.),01/11/2022,0.0
Tajikistan,01/11/2022,0.4913
Thailand,01/11/2022,147.8034
Trinidad/Tobago,01/11/2022,0.0
Tunisia,01/11/2022,36.912
Turkey,01/11/2022,71.706
Ukraine,01/11/2022,0.0
United Arab Emirates,01/11/2022,0.0
United Kingdom,01/11/2022,753.732
United States of America,01/11/2022,12379.2667
Uruguay,01/11/2022,0.0
Venezuela,01/11/2022,693.0
Vietnam,01/11/2022,174.8514
Yemen,01/11/2022,0.0
Albania,01/12/2022,0.0
Algeria,01/12/2022,1009.0
Angola,01/12/2022,1088.0
Argentina,01/12/2022,0.0
Armenia,01/12/2022,0.0
Australia,01/12/2022,288.184
Austria,01/12/2022,9.3149
Azerbaijan,01/12/2022,547.7574
Bahrain,01/12/2022,183.7745
Bangladesh,01/12/2022,0.0
Barbados,01/12/2022,0.0
Belarus,01/12/2022,0.0
Belgium,01/12/2022,0.0
Belize,01/12/2022,0.0
Bermuda,01/12/2022,0.0
Bolivia,01/12/2022,0.0
Brazil,01/12/2022,3077.2903
Brunei Darussalam,01/12/2022,84.609
Bulgaria,01/12/2022,0.0
Canada,01/12/2022,3923.7542
Chile,01/12/2022,1.5784
China,01/12/2022,3983.2606
Chinese Taipei,01/12/2022,0.0
Colombia,01/12/2022,0.0
Costa Rica,01/12/2022,0.0
Croatia,01/12/2022,10.7681
Cuba,01/12/2022,0.0
Cyprus,01/12/2022,0.0
Czech Republic,01/12/2022,1.6552
Denmark,01/12/2022,59.2
Dominican Republic,01/12/2022,0.0
Ecuador,01/12/2022,0.0
Egypt (Arab Rep.),01/12/2022,568.1535
El Salvador,01/12/2022,0.0
Equatorial Guinea,01/12/2022,54.0
Estonia,01/12/2022,0.0
Eswatini,01/12/2022,0.0
Finland,01/12/2022,0.0
France,01/12/2022,11.5861
Gabon,01/12/2022,0.0
Gambia,01/12/2022,0.0
Georgia,01/12/2022,0.0
Germany,01/12/2022,32.5161
Greece,01/12/2022,0.0
Grenada,01/12/2022,0.0
Guatemala,01/12/2022,0.0
Guyana,01/12/2022,0.0
Haiti,01/12/2022,0.0
Honduras,01/12/2022,0.0
Hong Kong China,01/12/2022,0.0
Hungary,01/12/2022,17.9703
Iceland,01/12/2022,0.0
India,01/12/2022,595.44
Indonesia,01/12/2022,609.5484
Iran (Islamic Rep.),01/12/2022,0.0
Iraq,01/12/2022,4431.0
Ireland,01/12/2022,0.0
Italy,01/12/2022,77.5535
Jamaica,01/12/2022,0.0
Japan,01/12/2022,3.3284
Kazakhstan,01/12/2022,1637.3287
Korea,01/12/2022,0.0
Kuwait,01/12/2022,2676.0
Latvia,01/12/2022,0.0
Libya,01/12/2022,0.0
Lithuania,01/12/2022,0.471
Luxembourg,01/12/2022,0.0
North Macedonia,01/12/2022,0.0
Malaysia,01/12/2022,522.6839
Malta,01/12/2022,0.0
Mauritius,01/12/2022,0.0
Mexico,01/12/2022,1769.5432
Moldova,01/12/2022,0.0
Morocco,01/12/2022,0.0
Myanmar,01/12/2022,0.0
Nepal,01/12/2022,0.0
Netherlands,01/12/2022,5.489
New Zealand,01/12/2022,15.211
Nicaragua,01/12/2022,0.0
Niger,01/12/2022,0.0
Nigeria,01/12/2022,1235.0
Norway,01/12/2022,1814.7545
Oman,01/12/2022,0.0
Panama,01/12/2022,0.0
Papua New Guinea,01/12/2022,0.0
Paraguay,01/12/2022,0.0
Peru,01/12/2022,40.1613
Philippines,01/12/2022,8.3226
Poland,01/12/2022,18.9161
Portugal,01/12/2022,0.0
Qatar,01/12/2022,0.0
Romania,01/12/2022,61.9768
Russian Federation,01/12/2022,10029.0149
Saudi Arabia,01/12/2022,10435.0
Singapore,01/12/2022,0.0
Slovakia,01/12/2022,0.0
Slovenia,01/12/2022,0.0
South Africa,01/12/2022,0.0
Spain,01/12/2022,0.0
Sudan,01/12/2022,0.0
Suriname,01/12/2022,0.0
Sweden,01/12/2022,0.0
Switzerland,01/12/2022,0.0
Syria (Arab Rep.),01/12/2022,0.0
Tajikistan,01/12/2022,0.4755
Thailand,01/12/2022,140.2032
Trinidad/Tobago,01/12/2022,0.0
Tunisia,01/12/2022,34.2329
Turkey,01/12/2022,73.0213
Ukraine,01/12/2022,0.0
United Arab Emirates,01/12/2022,0.0
United Kingdom,01/12/2022,675.7665
United States of America,01/12/2022,12148.5806
Uruguay,01/12/2022,0.0
Venezuela,01/12/2022,669.0
Vietnam,01/12/2022,179.1542
Yemen,01/12/2022,0.0
Albania,01/01/2023,0.0
Algeria,01/01/2023,1012.0
Angola,01/01/2023,1105.0
Argentina,01/01/2023,0.0
Armenia,01/01/2023,0.0
Australia,01/01/2023,271.1423
Austria,01/01/2023,9.3149
Azerbaijan,01/01/2023,533.2552
Bahrain,01/01/2023,105.0819
Bangladesh,01/01/2023,0.0
Barbados,01/01/2023,0.0
Belarus,01/01/2023,0.0
Belgium,01/01/2023,0.0
Belize,01/01/2023,0.0
Bermuda,01/01/2023,0.0
Bolivia,01/01/2023,0.0
Brazil,01/01/2023,0.0
Brunei Darussalam,01/01/2023,85.222
Bulgaria,01/01/2023,0.0
Canada,01/01/2023,3908.4677
Chile,01/01/2023,1.5784
China,01/01/2023,4035.9174
Chinese Taipei,01/01/2023,0.0
Colombia,01/01/2023,0.0
Costa Rica,01/01/2023,0.0
Croatia,01/01/2023,10.7681
Cuba,01/01/2023,0.0
Cyprus,01/01/2023,0.0
Czech Republic,01/01/2023,1.6552
Denmark,01/01/2023,64.4516
Dominican Republic,01/01/2023,0.0
Ecuador,01/01/2023,0.0
Egypt (Arab Rep.),01/01/2023,556.4439
El Salvador,01/01/2023,0.0
Equatorial Guinea,01/01/2023,0.0
Estonia,01/01/2023,0.0
Eswatini,01/01/2023,0.0
Finland,01/01/2023,0.0
France,01/01/2023,11.8226
Gabon,01/01/2023,0.0
Gambia,01/01/2023,0.0
Georgia,01/01/2023,0.0
Germany,01/01/2023,33.2129
Greece,01/01/2023,0.4665
Grenada,01/01/2023,0.0
Guatemala,01/01/2023,0.0
Guyana,01/01/2023,0.0
Haiti,01/01/2023,0.0
Honduras,01/01/2023,0.0
Hong Kong China,01/01/2023,0.0
Hungary,01/01/2023,17.9703
Iceland,01/01/2023,0.0
India,01/01/2023,596.4
Indonesia,01/01/2023,617.9355
Iran (Islamic Rep.),01/01/2023,0.0
Iraq,01/01/2023,4331.0
Ireland,01/01/2023,0.0
Italy,01/01/2023,75.3503
Jamaica,01/01/2023,0.0
Japan,01/01/2023,3.3284
Kazakhstan,01/01/2023,1640.4194
Korea,01/01/2023,0.0
Kuwait,01/01/2023,2676.0
Latvia,01/01/2023,0.0
Libya,01/01/2023,0.0
Lithuania,01/01/2023,0.471
Luxembourg,01/01/2023,0.0
North Macedonia,01/01/2023,0.0
Malaysia,01/01/2023,510.493
Malta,01/01/2023,0.0
Mauritius,01/01/2023,0.0
Mexico,01/01/2023,1812.2516
Moldova,01/01/2023,0.0
Morocco,01/01/2023,0.0
Myanmar,01/01/2023,0.0
Nepal,01/01/2023,0.0
Netherlands,01/01/2023,6.8613
New Zealand,01/01/2023,16.26
Nicaragua,01/01/2023,0.0
Niger,01/01/2023,0.0
Nigeria,01/01/2023,1258.0
Norway,01/01/2023,1814.5129
Oman,01/01/2023,0.0
Panama,01/01/2023,0.0
Papua New Guinea,01/01/2023,0.0
Paraguay,01/01/2023,0.0
Peru,01/01/2023,0.0
Philippines,01/01/2023,0.0
Poland,01/01/2023,18.9161
Portugal,01/01/2023,0.0
Qatar,01/01/2023,0.0
Romania,01/01/2023,60.5242
Russian Federation,01/01/2023,9982.3293
Saudi Arabia,01/01/2023,10453.0
Singapore,01/01/2023,0.0
Slovakia,01/01/2023,0.0
Slovenia,01/01/2023,0.0
South Africa,01/01/2023,0.0
Spain,01/01/2023,0.0
Sudan,01/01/2023,0.0
Suriname,01/01/2023,0.0
Sweden,01/01/2023,0.0
Switzerland,01/01/2023,0.0
Syria (Arab Rep.),01/01/2023,0.0
Tajikistan,01/01/2023,0.4755
Thailand,01/01/2023,187.0713
Trinidad/Tobago,01/01/2023,0.0
Tunisia,01/01/2023,0.0
Turkey,01/01/2023,75.9694
Ukraine,01/01/2023,0.0
United Arab Emirates,01/01/2023,0.0
United Kingdom,01/01/2023,646.5019
United States of America,01/01/2023,12568.4516
Uruguay,01/01/2023,0.0
Venezuela,01/01/2023,732.0
Vietnam,01/01/2023,172.0589
Yemen,01/01/2023,0.0
Albania,01/02/2023,0.0
Algeria,01/02/2023,1014.0
Angola,01/02/2023,1064.0
Argentina,01/02/2023,0.0
Armenia,01/02/2023,0.0
Australia,01/02/2023,277.6646
Austria,01/02/2023,9.3068
Azerbaijan,01/02/2023,532.4825
Bahrain,01/02/2023,195.8314
Bangladesh,01/02/2023,0.0
Barbados,01/02/2023,0.0
Belarus,01/02/2023,0.0
Belgium,01/02/2023,0.0
Belize,01/02/2023,0.0
Bermuda,01/02/2023,0.0
Bolivia,01/02/2023,0.0
Brazil,01/02/2023,0.0
Brunei Darussalam,01/02/2023,83.7945
Bulgaria,01/02/2023,0.0
Canada,01/02/2023,3852.5829
Chile,01/02/2023,1.7475
China,01/02/2023,4465.7229
Chinese Taipei,01/02/2023,0.0
Colombia,01/02/2023,0.0
Costa Rica,01/02/2023,0.0
Croatia,01/02/2023,10.8621
Cuba,01/02/2023,0.0
Cyprus,01/02/2023,0.0
Czech Republic,01/02/2023,1.5707
Denmark,01/02/2023,58.4071
Dominican Republic,01/02/2023,0.0
Ecuador,01/02/2023,0.0
Egypt (Arab Rep.),01/02/2023,559.5386
El Salvador,01/02/2023,0.0
Equatorial Guinea,01/02/2023,0.0
Estonia,01/02/2023,0.0
Eswatini,01/02/2023,0.0
Finland,01/02/2023,0.0
France,01/02/2023,11.7804
Gabon,01/02/2023,0.0
Gambia,01/02/2023,0.0
Georgia,01/02/2023,0.0
Germany,01/02/2023,32.6571
Greece,01/02/2023,0.5164
Grenada,01/02/2023,0.0
Guatemala,01/02/2023,0.0
Guyana,01/02/2023,0.0
Haiti,01/02/2023,0.0
Honduras,01/02/2023,0.0
Hong Kong China,01/02/2023,0.0
Hungary,01/02/2023,17.2779
Iceland,01/02/2023,0.0
India,01/02/2023,574.2086
Indonesia,01/02/2023,624.25
Iran (Islamic Rep.),01/02/2023,0.0
Iraq,01/02/2023,4339.0
Ireland,01/02/2023,0.0
Italy,01/02/2023,80.4964
Jamaica,01/02/2023,0.0
Japan,01/02/2023,3.1586
Kazakhstan,01/02/2023,1598.5004
Korea,01/02/2023,0.0
Kuwait,01/02/2023,2676.0
Latvia,01/02/2023,0.0
Libya,01/02/2023,0.0
Lithuania,01/02/2023,0.5214
Luxembourg,01/02/2023,0.0
North Macedonia,01/02/2023,0.0
Malaysia,01/02/2023,0.0
Malta,01/02/2023,0.0
Mauritius,01/02/2023,0.0
Mexico,01/02/2023,1810.71
Moldova,01/02/2023,0.0
Morocco,01/02/2023,0.0
Myanmar,01/02/2023,0.0
Nepal,01/02/2023,0.0
Netherlands,01/02/2023,7.09
New Zealand,01/02/2023,17.7118
Nicaragua,01/02/2023,0.0
Niger,01/02/2023,0.0
Nigeria,01/02/2023,1306.0
Norway,01/02/2023,1820.8725
Oman,01/02/2023,0.0
Panama,01/02/2023,0.0
Papua New Guinea,01/02/2023,0.0
Paraguay,01/02/2023,0.0
Peru,01/02/2023,0.0
Philippines,01/02/2023,0.0
Poland,01/02/2023,18.8486
Portugal,01/02/2023,0.0
Qatar,01/02/2023,0.0
Romania,01/02/2023,60.5761
Russian Federation,01/02/2023,10115.3495
Saudi Arabia,01/02/2023,10450.0
Singapore,01/02/2023,0.0
Slovakia,01/02/2023,0.0
Slovenia,01/02/2023,0.0
South Africa,01/02/2023,0.0
Spain,01/02/2023,0.0
Sudan,01/02/2023,0.0
Suriname,01/02/2023,0.0
Sweden,01/02/2023,0.0
Switzerland,01/02/2023,0.0
Syria (Arab Rep.),01/02/2023,0.0
Tajikistan,01/02/2023,0.5264
Thailand,01/02/2023,148.2683
Trinidad/Tobago,01/02/2023,0.0
Tunisia,01/02/2023,0.0
Turkey,01/02/2023,68.2914
Ukraine,01/02/2023,0.0
United Arab Emirates,01/02/2023,0.0
United Kingdom,01/02/2023,781.38
United States of America,01/02/2023,12525.0714
Uruguay,01/02/2023,0.0
Venezuela,01/02/2023,704.0
Vietnam,01/02/2023,176.1143
Yemen,01/02/2023,0.0
Albania,01/03/2023,0.0
Algeria,01/03/2023,1008.0
Angola,01/03/2023,972.0
Argentina,01/03/2023,0.0
Armenia,01/03/2023,0.0
Australia,01/03/2023,258.6789
Austria,01/03/2023,9.0877
Azerbaijan,01/03/2023,515.6623
Bahrain,01/03/2023,206.36
Bangladesh,01/03/2023,0.0
Barbados,01/03/2023,0.0
Belarus,01/03/2023,0.0
Belgium,01/03/2023,0.0
Belize,01/03/2023,0.0
Bermuda,01/03/2023,0.0
Bolivia,01/03/2023,0.0
Brazil,01/03/2023,0.0
Brunei Darussalam,01/03/2023,79.1257
Bulgaria,01/03/2023,0.0
Canada,01/03/2023,3881.8323
Chile,01/03/2023,1.8039
China,01/03/2023,4293.5342
Chinese Taipei,01/03/2023,0.0
Colombia,01/03/2023,0.0
Costa Rica,01/03/2023,0.0
Croatia,01/03/2023,10.7681
Cuba,01/03/2023,0.0
Cyprus,01/03/2023,0.0
Czech Republic,01/03/2023,1.6552
Denmark,01/03/2023,59.6774
Dominican Republic,01/03/2023,0.0
Ecuador,01/03/2023,0.0
Egypt (Arab Rep.),01/03/2023,560.8935
El Salvador,01/03/2023,0.0
Equatorial Guinea,01/03/2023,0.0
Estonia,01/03/2023,0.0
Eswatini,01/03/2023,0.0
Finland,01/03/2023,0.0
France,01/03/2023,11.1132
Gabon,01/03/2023,0.0
Gambia,01/03/2023,0.0
Georgia,01/03/2023,0.0
Germany,01/03/2023,32.9806
Greece,01/03/2023,0.4665
Grenada,01/03/2023,0.0
Guatemala,01/03/2023,0.0
Guyana,01/03/2023,0.0
Haiti,01/03/2023,0.0
Honduras,01/03/2023,0.0
Hong Kong China,01/03/2023,0.0
Hungary,01/03/2023,17.261
Iceland,01/03/2023,0.0
India,01/03/2023,588.96
Indonesia,01/03/2023,561.6452
Iran (Islamic Rep.),01/03/2023,0.0
Iraq,01/03/2023,4200.0
Ireland,01/03/2023,0.0
Italy,01/03/2023,85.0445
Jamaica,01/03/2023,0.0
Japan,01/03/2023,2.8529
Kazakhstan,01/03/2023,1600.4787
Korea,01/03/2023,0.0
Kuwait,01/03/2023,0.0
Latvia,01/03/2023,0.0
Libya,01/03/2023,0.0
Lithuania,01/03/2023,0.471
Luxembourg,01/03/2023,0.0
North Macedonia,01/03/2023,0.0
Malaysia,01/03/2023,0.0
Malta,01/03/2023,0.0
Mauritius,01/03/2023,0.0
Mexico,01/03/2023,1820.9303
Moldova,01/03/2023,0.0
Morocco,01/03/2023,0.0
Myanmar,01/03/2023,0.0
Nepal,01/03/2023,0.0
Netherlands,01/03/2023,6.1752
New Zealand,01/03/2023,17.0468
Nicaragua,01/03/2023,0.0
Niger,01/03/2023,0.0
Nigeria,01/03/2023,1268.0
Norway,01/03/2023,1883.6142
Oman,01/03/2023,0.0
Panama,01/03/2023,0.0
Papua New Guinea,01/03/2023,0.0
Paraguay,01/03/2023,0.0
Peru,01/03/2023,0.0
Philippines,01/03/2023,0.0
Poland,01/03/2023,18.6797
Portugal,01/03/2023,0.0
Qatar,01/03/2023,0.0
Romania,01/03/2023,60.5242
Russian Federation,01/03/2023,0.0
Saudi Arabia,01/03/2023,10464.0
Singapore,01/03/2023,0.0
Slovakia,01/03/2023,0.0
Slovenia,01/03/2023,0.0
South Africa,01/03/2023,0.0
Spain,01/03/2023,0.0
Sudan,01/03/2023,0.0
Suriname,01/03/2023,0.0
Sweden,01/03/2023,0.0
Switzerland,01/03/2023,0.0
Syria (Arab Rep.),01/03/2023,0.0
Tajikistan,01/03/2023,0.0
Thailand,01/03/2023,134.1188
Trinidad/Tobago,01/03/2023,0.0
Tunisia,01/03/2023,0.0
Turkey,01/03/2023,72.1142
Ukraine,01/03/2023,0.0
United Arab Emirates,01/03/2023,0.0
United Kingdom,01/03/2023,720.6387
United States of America,01/03/2023,12695.5161
Uruguay,01/03/2023,0.0
Venezuela,01/03/2023,754.0
Vietnam,01/03/2023,0.0
Yemen,01/03/2023,0.0
Albania,01/04/2023,0.0
